0144cfbb726f4c72,/m/01mzpv,/m/04bcr3,0.855,0.95,0.56166667,0.6091667,0.82875,0.999375,0.5683333,0.67333335,at
09346351e1337789,/m/04yx4,/m/04bcr3,0.094375,0.136875,0.49435028,0.5772128,0.001875,0.14375,0.5677966,0.67608285,at
0c3863a56e8ee636,/m/03bt1vf,/m/04bcr3,0.330625,0.45625,0.3325301,0.65301204,0,0.820625,0.5373494,0.99879515,at
04dc709d8c37cced,/m/04yx4,/m/0k4j,0.16,0.54083335,0.21444444,0.8244445,0,0.99916667,0.4288889,0.9988889,inside_of
001b30ed0186b87e,/m/01mzpv,/m/04bcr3,0.5821086,0.7047923,0.5988428,0.8052073,0.08498403,0.86453676,0.707811,0.99903566,at
0ba0523b868151f2,/m/03bt1vf,/m/04bcr3,0.09398496,0.71710527,0.028125,0.589375,0.0018796993,0.2725564,0.225625,0.541875,at
04d490bcacca7248,/m/04yx4,/m/04_sv,0.52,0.5825,0.35327104,0.5981308,0.54125,0.595,0.3906542,0.6579439,on
0b121ec911847d84,/m/04yx4,/m/01mzpv,0.23856209,0.40849674,0.48856208,0.75816995,0.26797387,0.37254903,0.6405229,0.8611111,on
0be37eca02e86b82,/m/0bt9lr,/m/0cvnqh,0.404375,0.528125,0.432636,0.60502094,0.20375,0.96375,0.5740586,0.76066947,on
0af254143bf95706,/m/01mzpv,/m/01y9k5,0.1175,0.435,0.42666668,0.99,0.03875,0.9475,0.38166666,1,at
005562e2790549fe,/m/01mzpv,/m/01y9k5,0.5175,0.761875,0.40040106,0.9037433,0.663125,0.999375,0.45721924,0.99933153,at
08b37a2439ce067c,/m/04yx4,/m/04bcr3,0.208125,0.436875,0.21416667,0.5308333,0.27625,0.85125,0.48333332,1,at
0834c96dba27654c,/m/05r655,/m/04bcr3,0,0.5515625,0.3875,0.99791664,0.4390625,0.9984375,0.73541665,0.99791664,at
066140daa87e6840,/m/01mzpv,/m/04bcr3,0.67634857,0.8340249,0.76125,0.905625,0.5941909,0.7095436,0.735625,0.809375,at
044531f3d076c3be,/m/01mzpv,/m/01y9k5,0.605625,0.685625,0.3425,0.5183333,0.50625,0.786875,0.3625,0.52666664,at
0adfc0c105237c5f,/m/04yx4,/m/01mzpv,0.25878906,0.38476563,0.4275256,0.9165447,0.2734375,0.31640625,0.48316252,0.52122986,on
062c00950c6f1827,/m/04yx4,/m/04bcr3,0,0.220625,0.4924953,0.98968107,0.036875,0.330625,0.8076923,0.9953096,at
0a07703aca804ee4,/m/04yx4,/m/026t6,0.319375,0.6925,0.06900103,0.99897015,0.35125,0.49,0.68589085,0.99897015,holds
09ee9011e85ea67b,/m/01mzpv,/m/04bcr3,0.865,0.99875,0.85,0.99833333,0.5425,0.95875,0.62,0.945,at
09a3d814cda89199,/m/04yx4,/m/03k3r,0.8278457,0.94825965,0.554375,0.645,0.7460019,0.971778,0.598125,0.769375,on
0737d94c87d16952,/m/03bt1vf,/m/04bcr3,0.409375,0.60375,0.5541667,0.85583335,0.405,0.564375,0.55583334,0.66083336,at
09b4085b257e0121,/m/01mzpv,/m/04bcr3,0.70996094,0.79296875,0.5241581,0.6939971,0.6982422,0.77246094,0.5387994,0.658858,at
0cb11e0302a15b9a,/m/03bt1vf,/m/04bcr3,0.08875,0.24125,0.51876175,0.8283302,0.009375,0.96,0.73733586,0.99155724,at
0060c9090493eaf3,/m/04yx4,/m/078n6m,0.558125,0.999375,0.35928705,0.99906194,0.349375,0.60875,0.66885555,0.9033771,at
0c4e3243ebe5d1d6,/m/03bt1vf,/m/0hg7b,0.279375,0.726875,0.0684803,0.99906194,0.440625,0.4975,0.3836773,0.6697936,holds
00762c011ebed811,/m/01mzpv,/m/078n6m,0.276875,0.45625,0.3569721,0.78007966,0.195625,0.44125,0.42629483,0.561753,at
0ae26941b85b0d2d,/m/03bt1vf,/m/01mzpv,0.62625,0.7775,0.4600188,0.89275634,0.543125,0.749375,0.7836312,0.99905926,on
00198353ef684011,/m/01mzpv,/m/04bcr3,0.051907443,0.17260788,0.69353324,0.8341143,0,0.5822389,0.6476101,0.9990628,at
017ecd49ad25175f,/m/04yx4,/m/04bcr3,0.854375,0.999375,0.086666666,0.99916667,0.17875,0.920625,0.6116667,0.99916667,at
